1,2,3,4,5,6,7,8,9,10,class
QXXZYQ,YQQXYY,QYQQQY,YQQZXX,QYQYQQ,YZZXQQ,XXZYXZ,XQQZZX,XXZXXZ,QQYXQY,C
QYQQXQ,QQZXZQ,QZZQYY,QXYQXY,YYYQYQ,QXQYQQ,QZZXQQ,QZXQQZ,ZYXQQQ,QXZZZX,A
YYXXXX,QZXQQY,QYYQZZ,YZYZXZ,ZYYZQZ,YXYXYX,XZZZXZ,XQQQYQ,ZYZYQX,YZQYYY,C
XZQZXQ,XQQYXZ,QQZXYZ,XZXXXX,QXQYXQ,ZYZYZZ,YQZQZX,QQXQZY,QYYQQZ,XZXQQZ,C
YQZYYY,QZZZXQ,ZXZQXQ,ZXQYZX,ZXQQZZ,QXQXQQ,ZXZZYQ,YQXZXQ,YZZQZZ,XZZZQZ,C
QYYQXZ,YZXZYX,XXXZXZ,ZXXXXX,YZYZYQ,QXQXZX,QYYQZY,QZZYXQ,QZYQYY,QXYZZX,B
QZXZYQ,ZXZZZY,QQXZYZ,ZZYQQY,YZXQYQ,QXQYQX,QXZZZZ,YXZZXQ,QZZZXX,QYZZZX,A
QQZYXZ,QZYQQZ,QXXQQQ,YZXZZY,QZXQZY,QZXQZY,QZXQZY,QZYQZY,QZZQZX,YYQQZY,C
YYZXZZ,YZYZYQ,ZYQZZY,ZYXQYQ,YXQQQX,XQXXXY,ZXXZXX,XXXXXX,XXQXXX,ZXXYQY,C
QZXQYQ,XQQYZX,QZQXXQ,XZYQQQ,YQXQYQ,XQZXZZ,YXZYXZ,QQQYQY,YXZZYY,QZYQQY,C
ZXZYZY,XXXYYQ,XXXXYZ,YXQZZZ,YYQYYQ,QXYYQX,YZYYXY,XXXXYX,QXXZYY,XXXZXQ,A
ZYZYYY,YYXXZX,XZXXXZ,XZXXXZ,QXQZYQ,YQXQXY,QYXZZZ,YYYYYX,XYZZZY,YYQYYQ,B
ZYZYYZ,XXQXXX,QYZQYZ,QYYYYZ,YZYQZZ,ZYQXXX,QXXZYX,QXZYQX,QYQYQZ,XXZZZY,C
ZZYZZZ,XZZYQZ,ZZZZYZ,ZXZZXZ,ZXQZYQ,YZYYQZ,XQQXQX,ZXYYQY,YZXYZZ,ZQQYZZ,B
ZZXZYY,XQYYYY,YXZXYX,XYZYYX,YQXQYQ,QYXXYX,XXXZQX,XYYYZX,XYXXYX,XYYZYY,C
QQQQZY,QQYZXZ,ZYZZZQ,YXZYXX,ZZZZYQ,YXXZYQ,ZYQZQY,ZXQZYQ,QYQQYQ,ZXYQYZ,B
XQXQXZ,XQXQXQ,XQXQXQ,QQXZXQ,XQXQXQ,XQXQXQ,XQXQXQ,QXYQZX,QXZXQX,XXQYYY,C
YZXXYQ,ZYXXXZ,YXYYZY,QQZQZY,QQXXZY,ZXQYQY,YQYXYX,XXYYYZ,XZXQYY,YZQYQQ,C
ZQZYQY,QZZYXQ,YYQYYQ,YYQXXY,QXQQXQ,ZXQQQZ,ZXQZXQ,QZZQXQ,QXZZXQ,QXQZXQ,C
YQXYXX,QXZZZX,YQZXQX,YZXXYQ,XYXQZY,YYXQYY,QXXXQQ,ZZXXQY,QXXXZZ,ZXXXXZ,C
ZZXZZY,QYQQXY,YZXQXQ,ZXZYZQ,YYZYQZ,ZZXQXQ,QYYZXQ,YQYQYQ,ZZZYYZ,QXZZXZ,C
QXZYZQ,ZYXQYY,QQQYQZ,YZZQXQ,QYQYYQ,YZYQXQ,QZZZZX,YZYQYY,XQXXZY,XYQQXX,C
QQXQXQ,QXQQZY,ZQZQXZ,XYXYYX,ZZZYQZ,XYZXZY,QQYQQZ,XQYQQZ,YQQYQY,YXZYZX,C
YYYZXQ,YQZXQY,XQYXYY,XXYXXY,XXZXYQ,QZZYZY,QYYZXQ,YYYZYX,ZXXZYQ,XQXZXY,B
YQQQZZ,QZQZZQ,QYZZXZ,QYZQXQ,ZQZYYQ,QXQYQX,ZZZZYQ,ZZZXQQ,XZZZQZ,QQZQZX,A
QYQQYQ,ZXYQYZ,YYQXYZ,XQQXZX,ZYQZYQ,QXQZQX,QYQQQQ,YQQQQY,XQQZXQ,ZZYYQQ,A
ZZXZZX,ZYZXXX,XQZZZZ,XQXZYZ,ZXXXYQ,QYYQXY,YYYQQZ,ZXYZYY,QZZZYQ,YXXQZZ,B
ZZXYYY,XQXXYX,QYQQYX,ZYXZYY,ZQYQZZ,QXYYQX,YXQYYY,XXZYQQ,QYXYZQ,QZYXYX,A
YXXQQZ,YYQQYQ,YXZYXX,QYZZXZ,QXQXXQ,QYZZQY,YXXZQZ,YYQZXQ,QZZQYZ,ZYQXQZ,C
QQYYXX,QXZXZY,QQQQYQ,ZQQZZX,ZZXZZY,QYQQXX,YQYQZY,ZYQQZZ,ZYQZXY,YXYQQY,C
QZZQXQ,QXXXXX,XXQZXX,ZYZZYZ,ZZXQYQ,QXQZQX,ZZXQQQ,QYZYYQ,ZYYYYQ,QZXZZX,A
QZZZZZ,YZXQXQ,QYQYXY,YQYYQQ,QQYXQQ,YYXQQQ,QQYYQY,QQYQQY,QZYQQY,QQZZZX,C
YQZYQQ,ZZYZQZ,XZYQQZ,ZZQQZY,XQZQQQ,ZZYZZY,YQXXZX,QQYYYZ,ZYZQXQ,QXQXZZ,C
QZXXQZ,YZZYXX,ZYQZXY,YQYQQY,QQYZYQ,YXZYXQ,YZYZXQ,YYQZQX,QYXQYQ,YZQZXZ,C
YQQYYQ,QQQXQY,ZYQXQZ,XXYXYY,YZQYYQ,YZYYYQ,YQXXQQ,ZXQYQZ,XQZQYQ,QXZXQQ,C
ZYYYQZ,XYYQYY,QYYQQY,YZXQQY,YQYYYX,XQXXZY,YZZYYX,XYXZYQ,ZYYYZX,ZXYXQQ,C
ZYQQQX,YXXQYZ,XQYQQQ,ZYQZZX,QYZXZZ,YXQQQY,YYXQXY,XZXZZZ,XXZZZZ,YQQQYQ,C
XXXXXX,XXXXZX,XXXXZZ,YXXZYY,YZXZYQ,XQZYZX,XQXXQY,QZXZQX,QYYYZY,ZYYQZZ,B
QYZZXQ,ZYQZYZ,ZQQZXQ,QYZQYY,QZZQYQ,ZYQYXZ,QZZZXZ,YYQQQZ,QQZYYQ,YYQZYQ,C
QYZZQQ,ZQQQYY,ZQQYYQ,QZXQZZ,XXZYYQ,QXYYQQ,ZYXQQQ,ZYXXQQ,ZZYYZY,ZYZZZZ,A
YYQZXX,XYZXXX,ZXXZXX,XYZZXX,ZYXYZZ,ZZXYXX,ZXZXXQ,QXZXQX,QXYYQQ,XQXXQY,C
QYYXZZ,ZYQZYQ,XXXZXX,XZXQXX,XXXQZQ,YQQYZY,ZYQYXX,YXZZXX,YXXXQQ,QXYZZY,C
XQQYQQ,YYYXXZ,XZQYQQ,XQYZZX,QQYZYQ,QQZQQQ,ZXQQQZ,QYQQYZ,QZXZZZ,QQQQZZ,C
ZZYQYY,XQZZXZ,YZQXQZ,XXQQQQ,YQYYYQ,ZYZZZZ,XZXXQZ,ZYYZYY,QZZXQQ,YYYQZY,C
YQZZQX,XZQQZX,XZXQQQ,ZXZXQX,ZZYZYQ,QQYXQZ,XQZZXQ,YZZZZY,YQYYZQ,XQZYZY,B
QXXYZZ,XYXXQX,QZYXZX,XXXXYY,YXYZXX,QYXXYX,QXYYZZ,YXYYYX,ZXQYZY,QZYXQX,C
XXXXZZ,ZYXZYX,ZZXQXY,ZXXZXX,XXZXYQ,YXQXZY,QZZYYQ,YYQYZQ,XXZZZX,XQQXYY,B
ZYZYQQ,ZYXXZZ,YXZYZY,YYXZZX,XXQQZX,QXQZXX,XQXQYQ,XXXYXZ,YQXZYQ,YQZYXZ,C
YZZZZZ,YXZZXZ,YZXZXQ,ZXZXZX,ZXQZYQ,ZXZZYX,YYYXQX,ZYZZXX,QQQQQZ,ZZYZYY,B
QYXQQZ,ZQZYQQ,QQZYQQ,QZXZYQ,QZXQXQ,QQZQZZ,XQYQQZ,XXZYQZ,XQQQQZ,YQQZXX,C
ZXZZYQ,ZQQZXQ,QQXQQX,QYYQQY,ZZZXQQ,ZXZXXZ,XZXZQQ,QQZQYZ,ZZZXZY,QXQZXZ,C
QQZZQZ,QZQZZZ,XZZXZQ,ZZZZZY,QQZQQZ,YQZYYX,YZQZQZ,QQZQZQ,QQZZQQ,QQQZQZ,C
ZXZYQX,QQYQZZ,YXQYYX,YZXYQZ,XZZXQZ,YQXZXQ,YXQYYQ,YXYQZY,YYXQYX,YXXZQY,C
ZXZXYQ,QYXQXZ,ZXXQQZ,YYQQQY,YQZXQZ,YQYQYY,YYZYXY,ZZXXQQ,QZQQZY,YYQXYY,C
QYZYQX,QQQXXZ,XXZXQX,QYYQYQ,YYXXZZ,YQXQYX,QYXQYX,QXQYXX,ZXQYYY,QYYQYY,C
YQZXXZ,YXXZZX,QZZXZX,XQXZXQ,QZXZYQ,ZYZYXY,XXQQXZ,YXYYYY,ZYXYXX,ZXQQXX,C
YZXQYQ,XZZZZQ,XQZXXZ,ZZZZXX,XZZXYQ,QZYYQQ,YQYYQQ,YQZZZZ,XQQYQX,ZQZYQX,B
QXQQQZ,YYQXQZ,ZQYYQZ,QZYQQZ,YXZYYQ,QXYZXQ,QZZXZZ,ZYXZZX,ZZZZXZ,ZYXXZX,A
QZYZZX,XXYYQY,YYQYYX,QXQXQQ,YQXQXY,YQYYQX,XXQYZZ,QQQYQZ,ZZXYZY,XQYZZQ,C
QQYZZY,ZZZZZY,ZYYQQY,QQZYYZ,ZYQZZX,ZYYQQX,ZZZZZY,ZZXZZX,ZZYQQY,YYQZZY,C
YQZZQZ,XYYXZZ,YQQYQY,QQQQYQ,QQXQQY,ZYQQYQ,YZYZXX,XQQYXX,QQQYZX,QZYQQQ,C
XZQZXX,XXYZYZ,ZZXQYX,ZZZZZY,ZQYZXX,XQQQYX,QYYQYY,QZZXZZ,QZXZZX,QYYZYY,C
YXZZYQ,YYZXQZ,ZZZZXQ,QQYQQZ,YYQYQQ,QZZQZQ,ZZQQYZ,ZXZQYZ,QXQZQZ,YYQQXQ,C
XZYQZX,XXXXZX,XXXZXZ,XZXZZX,ZXXZYQ,QYXZYX,ZXXZXZ,QYYZZZ,ZQYQXQ,YZYYQZ,B
ZXZZQQ,ZQZYQX,QXXQQQ,YZXQXZ,XQQQXY,XZQQYY,YQZYYQ,ZZXYZQ,XXQZXZ,YZXYXX,C
QYQYYY,YQYZYQ,ZXZZQY,XQZZQQ,ZYQZYQ,ZYQXXQ,ZYQYYY,YQYYXX,QZYXYZ,ZXZYQX,C
YYQYYX,QZXXYZ,YYXYYY,ZXZXZZ,XZZYQQ,QXZXXZ,ZXQQYX,ZYZYYZ,QZZZXZ,ZZZQYZ,C
QYQYXX,XZXXZX,XYQQXX,XQQYXZ,XYXXZQ,ZXQQQQ,XZZYQX,QXQQYQ,QXQQXY,QQQQYQ,C
ZYQYQZ,QQYZXQ,QQZXQX,YYZYQZ,XXZZQQ,QXYYQY,QQYYZX,QQQQYX,QQYYYX,QQQYXQ,A
QXZZXX,ZXXQQX,QQQQQQ,XZZXXZ,XZZXYQ,QYYQYY,YZZXYX,YXZZZY,YYQQYZ,ZYQYYQ,B
ZXXQYY,XQXYXZ,XXXQXY,XYZXXQ,XZYYQX,QXXXXX,QXYQZY,YXXQYX,XZZZYQ,YYQXQQ,C
QQZZXQ,QQZXQY,ZZZZYZ,QXZXQQ,ZZYZYQ,QZZZQZ,QXQZXQ,ZZZZQQ,YYQXZX,YXQZQX,B
ZZXZXQ,YXXXXQ,ZXXZZZ,YZZXXZ,ZXQZYQ,QXQQYY,QXZYYQ,YXQQYQ,QQQQYZ,XZXQXQ,B
XZQXQQ,ZQXXXQ,XQQZYY,ZZZZQQ,YZYZQQ,QQZYZZ,YQZZYQ,XZYQZQ,QYQZZX,ZZXZYZ,C
XQYQYY,QQYQYQ,YZYYYX,ZYYQYY,YZYYYZ,QXQYQQ,YQXYXX,XZYXXY,ZXQZYX,QXQXXX,A
YYZYXX,ZZXXYX,XXXXXQ,ZZXZXY,QYXYZZ,QYZXZY,XXQQXX,ZZXZQX,ZXQZZY,ZYXQZY,C
ZQYQXQ,YZYYQZ,ZXQXYQ,ZZZYXQ,XXQXYQ,QXYYQY,QZXZXQ,YQQYXQ,XQXZXX,QQYYZX,A
QZQYZX,QZZXQY,ZXXZXZ,ZXXXZY,XXXZYQ,ZYZZYX,QYYQZX,XZXZYZ,QQQZZX,QQXXXX,B
QQQYZQ,YZZXZZ,XQZYQX,QXZYZZ,ZZQZYQ,QXQYQY,YQZZZZ,ZYYXYZ,YXZQZZ,ZYQQYY,A
QQZZXQ,YZXXZX,YQZZYZ,QQQXZX,ZZQZYQ,XXQQZZ,ZYQZQZ,XXZQQQ,ZZQQXQ,XXZYZQ,B
QZXQYX,YYYQZX,QZZXQZ,ZXQXXQ,ZZYYYQ,QXYXXY,XQZYYY,YQYYXY,QYYYYY,YYQYQX,A
ZZZQZZ,ZQQQZZ,ZQZZZQ,ZQXZZZ,XXQXYQ,XXXXQQ,QYQQXQ,YXZYQZ,QYXQYQ,ZYZQQZ,B
XZYYQQ,ZZYYZY,YZYYXQ,YZYQZQ,QQQYQX,YZYZQX,QZZYQY,ZXQQZZ,YQYZZY,QZZXZY,C
QYQZYQ,ZZYQXQ,ZXZZYY,QZZZYQ,XQXZYX,QXYYQX,QZZYQX,ZXXZZX,QZXZYZ,ZXZXYQ,A
YXQXYY,XXZQQY,YZQYXX,ZXXZZX,XXQZYQ,YXZYZZ,XXZXYX,QYQQYZ,YQQQZZ,XXZZYQ,B
XQZQZQ,QZXYZX,YZYYZZ,YQYQZQ,YQQZZQ,QXQYQX,QYZZZZ,QQZZZQ,QQZQZY,QQXZYZ,A
XZYXXX,XXQQQZ,ZZZXXX,ZXZXQZ,ZZXXYQ,QXQXZY,QYZZXQ,YZZZYQ,QZYQZZ,YYZYYQ,B
ZXQXXQ,XQYXQX,QXYQQY,QQYYQY,QZXZYQ,QXYQQQ,YYQQQQ,XQYQQY,QXQQQQ,XZXQQQ,A
QYYYZZ,QZXQYQ,QZXXYX,XXQQQY,YYQYYQ,QXYYYX,YXXXZX,YQYYZY,YXQXXY,YQXYXX,A
XXXYZZ,YQYQQQ,YQZZYQ,QQZXQZ,YQZXZY,XZXQXX,XQZQQY,XZYYQY,YZZZQY,QZXQXQ,C
ZXQXZZ,ZXXQQQ,ZXQXXX,XZZXYZ,ZZXZYQ,YXXYZX,QQXQQX,ZXYZZZ,XXQQYZ,ZZYQYQ,B
ZYZZZQ,YQQYQZ,XQQYQQ,QQXZQQ,ZZYYQZ,XQYZXQ,XYYYXX,XZYZYQ,XZXZXZ,XQYYQY,C
QZQQZQ,ZYQYYZ,ZZXQYQ,QYQQXQ,QZQQYQ,QXQYQZ,QZZQQQ,ZXQQYZ,XZZYQQ,YQXQQQ,A
ZXQXQZ,YYXQZZ,ZYYYZX,QXZZZX,QXQYQX,XQYYXQ,ZZZZXQ,QZYQQY,XQZQXQ,XZZYZX,C
QYYYQX,QZZQYQ,YXZZXQ,ZYQQZX,QXQZZQ,XZZQQX,QYQQQQ,QYXQZY,XXXQYQ,ZXQYZX,C
YQQZYQ,ZZXXZQ,YZQXZY,YXYYZY,YQQYXQ,XQXZQQ,XQYXQY,XQYQZQ,YQYXQQ,YZQXQY,C
XXXZXX,ZXZXXQ,YXZXZX,XXXZXZ,QQYZYQ,YQYYXQ,YYQYYY,XXQYXQ,XXQXQY,ZYQXYQ,B
ZYYQQY,YZYXZX,QXQYZY,XZXZZX,QXQYZY,QXQYQX,YQZZZZ,XYXYYZ,ZZXZXX,XZXZXQ,A
ZQYQYY,QXQZQY,QQXQYY,ZQQXQZ,QQQQQZ,QZYZZZ,XZXZXX,ZQZZXX,ZZXQZQ,QQYQQZ,C
QXYXXX,ZYZYXY,XXYZYY,XXXQXZ,YZYXXQ,XXQQXQ,XQZYZX,XXQXQQ,QXXZXX,ZZXQZY,C
XXXYYY,YXYXXX,YXZXQY,XXYYQX,XQXZXY,YYZYYX,QZXQYX,XXQQXQ,YZZYYZ,XQXZYZ,C
ZZXXXQ,YQQYZY,QZYZZY,YQYYQX,QXQZYQ,QXYZQX,XZZZYZ,ZXQZZZ,XQQXQQ,ZZQZZY,A
ZQZXQY,XYZZXY,XQZZYQ,ZYZZYX,YQQQZY,ZXYXQY,XYXXYY,XQZYZY,ZQZZXQ,XQXXYZ,C
ZYXZXQ,XQZZQQ,ZXYZXQ,ZZZZYZ,ZYXQYZ,ZZQZQX,QZXQZY,QQQQQX,ZZXQZZ,QQZZZX,C
ZXZZZX,QYXQZZ,ZXZYQY,YXZXZZ,ZZYZYQ,QZZQZZ,XQYXZX,XXQYZY,YZXXQY,YQYYYX,B
XQYYQX,QXZXYY,XQZYXX,YYZXXX,XQXYYQ,QXYZXQ,YYXYZX,XYYXYX,QXQQQY,YYZZZX,C
YYXYXZ,XZYYYQ,YYXYYQ,ZZYZXZ,XXQYYY,XXZZYY,QXYQQY,XXYXXX,XXZXYY,YXYXYQ,C
XQQYQY,ZXZYZX,YZZYXZ,ZYZXZX,ZXQZYQ,XQYZXZ,QZQQQQ,YXQXQX,XZYZXY,XQZZQQ,B
YXXQQX,QQZYQY,YQYQQY,YQYXXX,ZXQYYQ,YQXQZY,QZXQZZ,XQYYZZ,QYQZZZ,XQZZQY,C
XZZYYZ,YQQQYQ,QYYYZY,ZYYZYQ,YYYXZZ,QXQYQX,QQYXQZ,ZXXZXZ,ZZZYQQ,ZQQQQY,A
YXYXXX,XYXYYQ,XYXZXY,XXXYYX,ZXXXXQ,XYQXXY,YZXQXY,ZXXXXX,YYQYQZ,XZYYXX,C
ZQZXXZ,ZXZQXZ,ZQZZZZ,XYYQXZ,QQQYYQ,QXXZZX,XQZQQX,XZQZQQ,ZQXQZZ,QQYZQX,C
XZYQZX,XYZXQY,ZYZZYQ,ZZZYZX,ZZYZYQ,YXQQQQ,YZZYQX,QXQZZX,ZYYQXZ,ZYXQZZ,B
QZXYZZ,ZZZXQZ,QYQQQY,QZXZZY,XZXXZQ,QXYQQZ,ZXQQQQ,YXQYQX,QQZYQQ,XQZXQZ,A
QZXZZX,YYXQZX,XZZXQZ,XQZZZZ,XZZZYQ,QZYQQX,QYXQZX,XXXZZQ,QYYQYQ,XZZZZY,B
YQZQYX,XQXXYZ,ZZXXQQ,QZZXQQ,ZYZXQQ,ZZYQQQ,QXXXXX,XZQQQQ,QZZYQY,YQXZZY,C
ZQQZZZ,XQQXYX,ZZYXXZ,ZQQYQQ,YXQXXQ,XQZYQQ,ZXQYQQ,ZXQQQQ,QZYXQZ,YZYZZQ,C
YZXQQZ,QQYYXQ,YYXXXQ,YZXQQY,YQYYQZ,YQQXQQ,YQYXXZ,XZYYZY,QYXYZZ,ZXZYZX,C
QQYXZZ,ZXYQXY,XYYZYZ,YXXZYQ,XQXXZZ,ZZNXXX,ZYQZZZ,NXXXZY,QXZXXY,ZXYZXX,C
QZZZZQ,ZYYXQY,ZZXQZQ,ZZZZQZ,ZZZZYQ,QZZXQZ,XQQYQZ,XZXZQZ,ZZQXQQ,YQZQQQ,B
ZZYYZY,XYQXQY,YYZZZZ,ZYYZZX,ZXYZXY,YYYYXY,ZYYYYY,XXYQZX,QQQQXQ,XQQXQQ,C
YQXQXZ,YZYYQY,YYXQYY,YZYQQY,ZZZXYX,ZYYXQX,QYYYXY,ZQQQYZ,ZQYXYX,QQXQQZ,C
ZZYXZX,YZYQQZ,XZZYZZ,XXQQQZ,XQZYYQ,QXQYQY,QQZXQY,XZXZQZ,XZXQQZ,ZZXZYZ,A
QXYXXX,YYXXXX,YQXXXX,YQYQYZ,YZQQXQ,XZXQQZ,XQXQXX,QZZYYQ,YZXQQX,ZXZXYY,C
YXYZXQ,YYYYQY,QXQYYQ,QYXYXY,QQYXYZ,YXZXXX,YYYQYQ,YYYXXX,QZXYYY,QZXQXQ,C
QQQQYY,XXXZZQ,QZYZYZ,ZYQZXZ,ZXZXXQ,QXYYQQ,ZZYZZZ,ZYZZZZ,XYZZZZ,QQQYZZ,A
ZXZXZX,XXXYXQ,ZXXZXZ,XXXXZY,ZXZXQQ,YQYZYQ,YQZXQX,YQQYQY,YQQYYQ,ZXZZZX,C
XQZXXZ,XZXZXX,ZYZXYZ,ZXXXQX,ZXZXYQ,YXYZZZ,ZXQYXX,ZYZZQY,QZZZXQ,ZYQXXQ,B
QYQZYQ,ZZYQXQ,ZXZZYY,QZZZQQ,XQXZYX,QXYYQX,QZZYQX,ZXXZZX,QZXZYZ,ZXZXYX,A
XXZYQY,YQZXQX,XZXQQY,XXXZXX,YZYQXQ,QXQYQX,QQYXQY,XZYZZY,ZZYQXZ,ZXQZZX,A
QYQZXZ,XQZYQQ,ZXQYYQ,YXQXZQ,ZYQZXQ,XZYQZQ,QQYXQQ,QQQZYZ,QZXXQZ,XQYZQZ,C
QZQQZX,QQQYQQ,QZZQZX,XZXQZZ,YQZQZQ,QXQYQQ,QQQYQY,QQXQQY,XQZXQQ,ZQQQZQ,A
YXQYQQ,QYQQXY,QQQYZQ,QXYZXQ,XZZZYQ,QXYXYX,XZQYYY,QXZZYX,YYXQQX,XZYQYY,C
XYXQQQ,ZYQZXZ,QXZXXZ,YZZQXZ,YYQQYQ,QXYZQQ,QZZQQQ,QQQXQQ,QZQQZZ,XZYZQQ,A
QQYYQY,XQXXQQ,XQQXQY,QQZZZX,QQQZYQ,QXZYQX,YXZYXQ,QZXYXQ,YQQZYQ,QZXXYY,A
ZQQYQY,ZZZYYZ,QZZYXZ,ZYXYYX,XYYQXX,ZXXZZX,QYQQQZ,QYQZQQ,ZZYQQX,QZQZZX,C
XZZYYX,QZZYYX,ZZYZYX,QZZYYX,QZYZZX,QXQXQY,YYXYQQ,ZYZXQY,YYQQXQ,YYZXZX,C
QZYXZY,ZXYYQQ,QYQQQZ,XZXQXZ,ZZZXYQ,QXYXQQ,YYXZXX,QZQQZY,XZZYZQ,YQYZZY,B
ZYQYXY,ZYXZXY,XYYZZQ,YQYQQY,QXYZQZ,YZQZXX,ZQYZYQ,ZQYZQX,QQQQQX,QXYXZQ,C
YZXYZZ,XQYZXZ,YQQYYX,ZQQZXZ,XQQYYQ,QXQYQZ,YZZYQZ,QZXZZX,XNQQYY,QZZXZZ,A
YZZQQQ,YZYQQY,XXXQYZ,XQXQZX,YQZYYQ,QXYYQZ,QYXYQZ,YQZYQQ,ZZXZYY,YYQZQX,A
XQYYQQ,YQQYZQ,QXXYYZ,XXQXYX,YXXZZY,ZZYXXZ,YZYXXX,QYXQXY,ZYXQXQ,XYQQQY,C
XQQYYX,XXYYQX,YXQYXX,XZYYXX,ZXXZYY,XQZXQX,YZXZXY,ZZQZXY,YYQQYQ,ZYQXXQ,C
YQZXZX,ZZQQZX,YZQQZY,YQZYXQ,YQQZZX,QXYYQX,QQYYQQ,YYQZZX,ZQQZZZ,ZYXZZX,A
YYZXQQ,YYQYQY,YXXZYQ,YYXZYX,ZYYYYX,XQXXXZ,YQZZXQ,QXZYQQ,XYQQQX,QQXZYY,C
QXQQZY,ZZQYZX,QYZYZX,ZZXXZZ,XZYXYQ,YQXZYX,QZYYQQ,QZZQZX,QZYZXQ,YQQQZX,B
ZYYQXQ,XXXXXX,YXXXXX,ZXXXXX,XXYYYQ,QYYYZX,XZZXQX,QZYYZZ,ZYQYXX,YXZYZZ,B
ZQQYQY,ZQZXZX,XZZYQZ,ZZXZZX,XZYXZQ,QXQYQZ,ZZZQZX,ZQZZZX,ZQZZZZ,QQZZZZ,A
YYXYXZ,XXXZQX,XQQZXX,ZZYQQX,XYZYQY,YYYYXY,YXXXQX,YYZYYY,QXXXYY,YQQXZY,C
YXYQYZ,ZXXQQX,QQQZQQ,XZZXXZ,XZZXYQ,QYYQYY,QZZXYX,YXZZXQ,YYQQYQ,ZYQYYQ,B
YYQXYQ,YQZXZY,QQQXQX,ZXZZQX,XZQZYQ,YZYXYZ,YYXQXQ,QYZYQY,ZYQQXQ,ZZYQYZ,B
XZXQYY,XQZYXX,XQXYXQ,XZXZZY,QYYQYY,QYZXQX,YQZZYX,ZYXXZY,QYYQYX,ZXZXQX,C
QQYZYX,XZQYYZ,YQYQXX,ZYYQYY,QZYXXY,XQQZXY,XXZZZX,YXYXXZ,YQZYYX,XYYYXZ,C
ZZYZZY,ZYZXQZ,YXQXQQ,ZXZZZZ,YQQQZY,ZYQZZY,XQQZXQ,XZYQXY,ZZXXZZ,QYYYQZ,C
ZXYXQY,ZYYQYY,ZYXZYX,QYZZYY,QQXZZY,XQQQYY,QZQZXY,ZQZZXY,ZYYQXX,ZQYZXX,C
ZYQYXX,QXQXQQ,YYXQQX,ZZXQXQ,QQQQXY,XXXQYY,XQQQYY,QZXXXX,QZZZQQ,QQYYZZ,C
XQZYYX,ZXZZYZ,XZZZYY,XZXZXZ,XYYZYQ,QZXQQQ,XQQYQY,YQQYQY,ZYXYZX,YZXQYZ,B
YYQQZQ,YZYZXY,YQQYXX,QQZZYY,QYXQQY,YXYXZX,YZZYQX,QZYYZQ,YZZYYZ,XXQYYQ,C
QYZZXZ,YZZXQY,ZZZXZX,ZXZZXZ,XXQZYQ,ZYZYQY,QXXQYX,QYQYZQ,ZQXZZQ,XZQZXX,B
ZXZXQQ,YZYQQX,QQXYYY,QYZYZX,XQXQQQ,QXQYQX,ZYXZZZ,XYZXZZ,ZYYZYX,ZXQQYQ,A
QXQQYQ,ZYQZXQ,YZZZYQ,QYQXXZ,XQXQYQ,QXYYQQ,ZXQQQZ,XZZXQY,QQZZYZ,ZXZQQQ,A
YXQQYX,XZZXXZ,YYQYYZ,YXQQXY,ZZXZYQ,QXYYQY,XQQZYQ,QQZXQQ,QZXZXQ,QQZXYQ,A
XQQZZX,QYZYZX,XZYZZX,ZZXXXY,XQQZYQ,YQYXQY,YXQXQY,YQQXQZ,XQQYZX,XXQYQZ,B
XYZXZX,XQZQXX,XXZXQX,ZXQZZY,ZXZZYQ,ZYZXZX,QQZQZX,XYZYQY,YXQYYQ,YXZXYZ,B
YQYZYQ,ZYYYXX,ZZZXYX,XXXYXX,XZXZYQ,YXXQXZ,YZXQZX,QXXZZY,YQQQZY,ZYZQZY,B
ZQQQQX,XXYXQY,YXQQQX,QQQZQX,XXQZYQ,QXQQQZ,ZXQQZX,ZYQQQY,YQQQZY,ZZZYQX,B
QYXXZX,ZQQQZZ,QYXQXX,ZXZYQQ,YYYYYQ,QXYYXQ,QZXXZQ,ZQQQQZ,XQQQQX,QQYQZX,A
ZXYQYQ,QYYQQZ,YXZZYY,YZQZXQ,YXQQQQ,QXQYQQ,QXQQZQ,ZZYQQQ,QXZQZZ,YYXZZX,A
QXZZXX,ZXXQQX,QQQQQQ,XZZXXZ,XZZXYQ,QYYQYY,YZZXYX,YXZZZY,YYQQYZ,ZYQYYQ,B
ZZZZYZ,ZZZXZY,ZXZXQZ,XXZXZZ,ZZQZYQ,QYXQXX,ZZXQXZ,ZXXZZZ,ZYZZYZ,ZYYQYZ,B
QYYYYQ,QYQQQY,QZXYZX,ZXZYQQ,ZXQZYY,QXYYQX,YXQYYQ,QYQQZX,QYXZZZ,XQYYYX,A
YYQZXQ,YQYQXQ,QYZZZX,QXZYYZ,XXZYYQ,QXQYQZ,ZYZZYQ,XZQQQX,QQQQYQ,QQXQYQ,A
ZZYQYY,YXZXQY,YZXZYZ,ZZYQZY,YZXZYY,QXYYQY,QQQYZX,YZYQXQ,XQXQQX,QQXQYZ,A
XYXZXQ,YXXYXQ,XXXYXX,ZXXYYX,XXXZYQ,QQYZYY,YYYZXQ,YXXXZY,YYYYZX,ZQXQZX,B
XXYXQZ,XXXZZX,XXYXZZ,ZXZXQX,YXYZYQ,QYQYZY,QYZZYY,ZXYQYY,QYXQYQ,YYQXZX,B
